,score,names_wiki+googleart+wga+meisterwerke+moma+artuk,dates_wiki+googleart+wga+meisterwerke+moma+artuk,names_rijks,dates_rijks,is_same,artist_id_wiki+googleart+wga+meisterwerke+moma+artuk,artist_id_rijks,idx,total_works_count,year_diff
890,100,"[pynas, jacob symonsz.]","[1592, 1650]","[jacob symonsz pynas, pynas, jacob symonsz]","[1593, 1650]",1,"wga_pynas, jacob symonsz., (1592-1650)",rijks_rjgd-jacob-symonsz-pynas,"(7854, 2433)",10,"[1, 0]"
891,100,"[pynas, jan symonsz., pynas, jan]","[1581, 1631]","[jan symonsz pynas, pynas, jan symonsz]","[1582, 1631]",1,"wga_pynas, jan symonsz., (1581-1631)",rijks_rjgd-jan-symonsz-pynas,"(7855, 2790)",12,"[1, 0]"
628,100,"[gabriel perelle, pérelle, gabriel]","[1604, 1677]","[gabriel perelle, perelle, gabriel]","[1603, 1677]",1,"wga_pérelle, gabriel, (1604-1677)",rijks_rjgd-gabriel-perelle,"(4747, 1533)",15,"[1, 0]"
242,100,"[domenico quaglio the younger, quaglio, domenico]","[1787, 1837]","[domenico quaglio, quaglio, domenico]","[1701, 1837]",1,"wga_quaglio, domenico, (1787-1837)",rijks_rjgd-domenico-quaglio,"(2933, 1173)",14,"[86, 0]"
1327,97,"[domenico quaglio the younger, quaglio, domenico]","[1787, 1837]","[domenico qualglio, qualglio, domenico]","[1804.0, 1804.0]",0,"wga_quaglio, domenico, (1787-1837)",rijks_rjgd-domenico-qualglio,"(1174, 2933)",37,"[17.0, 33.0]"
530,100,"[quast, pieter jansz., pieter jansz quast]","[1605, 1647]","[pieter jansz. quast, quast, pieter jansz.]","[1606, 1647]",1,"wga_quast, pieter jansz., (1605-1647)",rijks_rjgd-pieter-jansz.-quast,"(4098, 4454)",192,"[1, 0]"
531,100,"[quast, pieter jansz., pieter jansz quast]","[1605, 1647]","[jansz, pieter, pieter jansz]","[1602, 1672]",0,"wga_quast, pieter jansz., (1605-1647)",rijks_rjgd-pieter-jansz,"(4098, 4452)",157,"[3, 25]"
892,100,"[questiers, catharina]","[1631, 1669]","[catharina questiers, questiers, catharina]","[1611, 1669]",1,"wga_questiers, catharina, (1631-1669)",rijks_rjgd-catharina-questiers,"(7867, 686)",4,"[20, 0]"
894,100,"[rademaker, abraham]","[1676, 1735]","[abraham rademaker, rademaker, abraham]","[1609, 1735]",1,"wga_rademaker, abraham, (1676-1735)",rijks_rjgd-abraham-rademaker,"(7872, 80)",354,"[67, 0]"
349,100,"[marcantonio raimondi, raimondi, marcantonio]","[1480, 1534]","[marcantonio raimondi, raimondi, marcantonio]","[1482, 1534]",1,"wga_raimondi, marcantonio, (1480-1534)",rijks_rjgd-marcantonio-raimondi,"(3303, 3686)",707,"[2, 0]"
895,100,"[ram, johannes de]","[1648, 1693]","[johannes de ram, ram, johannes de]","[1606, 1693]",1,"wga_ram, johannes de, (1648-1693)",rijks_rjgd-johannes-de-ram,"(7876, 3177)",10,"[42, 0]"
897,100,"[renesse, constantijn van]","[1626, 1680]","[constantijn à renesse, renesse, constantijn à]","[1609, 1680]",1,"wga_renesse, constantijn van, (1626-1680)",rijks_rjgd-constantijn-à-renesse,"(7905, 841)",22,"[17, 0]"
45,100,"[guido reni, reni, guido, rhenus, guido, guido, il, rhenus]","[1575, 1642]","[guido reni, reni, guido]","[1511, 1642]",1,"wga_reni, guido, (1575-1642)",rijks_rjgd-guido-reni,"(842, 1867)",435,"[64, 0]"
898,100,"[restout, jean ii]","[1692, 1768]","[jean restout (ii), restout, jean (ii)]","[1603, 1768]",1,"wga_restout, jean ii, (1692-1768)",rijks_rjgd-jean-restout-(ii),"(7908, 2983)",6,"[89, 0]"
899,100,"[reuwich, erhard]","[1455, 1490]","[erhard reuwich, reuwich, erhard]","[1486.0, 1486.0]",1,"wga_reuwich, erhard, (1455-1490)",rijks_rjgd-erhard-reuwich,"(7910, 1250)",10,"[31.0, 4.0]"
552,98,"[reymerswaele, marinus van, marinus van reymerswaele, reymerswaele, marinus claesz. van]","[1490, 1567]","[marinus van reymerswale, reymerswale, marinus van]","[1490, 1557]",1,"wga_reymerswaele, marinus van, (1490-1567)",rijks_rjgd-marinus-van-reymerswale,"(4187, 3718)",21,"[0, 10]"
900,100,"[ripanda, jacopo]","[1500, 1516]","[jacopo ripanda, ripanda, jacopo]","[1500.0, 1500.0]",1,"wga_ripanda, jacopo, (1500-1516)",rijks_rjgd-jacopo-ripanda,"(7933, 2524)",8,"[0.0, 16.0]"
569,100,"[willem roelofs, roelofs, willem]","[1822, 1897]","[roelofs, willem (i), willem roelofs (i)]","[1803, 1897]",1,"wga_roelofs, willem, (1822-1897)",rijks_rjgd-willem-roelofs-(i),"(4253, 5048)",81,"[19, 0]"
901,100,"[roepel, coenraet]","[1678, 1748]","[coenraet roepel, roepel, coenraet]","[1611, 1748]",1,"wga_roepel, coenraet, (1678-1748)",rijks_rjgd-coenraet-roepel,"(7944, 827)",5,"[67, 0]"
902,97,"[roghman, roelandt]","[1627, 1692]","[roelant roghman, roghman, roelant]","[1603, 1692]",1,"wga_roghman, roelandt, (1627-1692)",rijks_rjgd-roelant-roghman,"(7946, 4653)",162,"[24, 0]"
215,100,"[theodoor rombouts, rombouts, theodor]","[1597, 1637]","[rombouts, theodoor, theodoor rombouts]","[1507, 1637]",1,"wga_rombouts, theodor, (1597-1637)",rijks_rjgd-theodoor-rombouts,"(2800, 4824)",15,"[90, 0]"
905,91,"[rondinelli, niccolò]","[1490, 1510]","[nicolò rondinello, rondinello, nicolò]","[1450, 1510]",1,"wga_rondinelli, niccolò, (1490-1510)",rijks_rjgd-nicolò-rondinello,"(8000, 4142)",3,"[40, 0]"
906,90,"[sadeler, jan i]","[1550, 1600]","[johann sadeler (i), sadeler, johann (i)]","[1550, 1608]",1,"wga_sadeler, jan i, (1550-1600)",rijks_rjgd-johann-sadeler-(i),"(8039, 3135)",576,"[0, 8]"
2067,94,"[sadeler, raphael i]","[1560, 1628]","[raphaël sadeler (ii), sadeler, raphaël (ii)]","[1512, 1632]",0,"wga_sadeler, raphael i, (1560-1628)",rijks_rjgd-raphaël-sadeler-(ii),"(4590, 8040)",59,"[48, 4]"
907,97,"[sadeler, raphael i]","[1560, 1628]","[raphaël sadeler (i), sadeler, raphaël (i)]","[1560, 1660]",1,"wga_sadeler, raphael i, (1560-1628)",rijks_rjgd-raphaël-sadeler-(i),"(8040, 4589)",201,"[0, 32]"
908,100,"[saint-aubin, charles-germain de]","[1721, 1786]","[charles germain de saint-aubin, saint-aubin, charles germain de]","[1701, 1786]",1,"wga_saint-aubin, charles-germain de, (1721-1786)",rijks_rjgd-charles-germain-de-saint-aubin,"(8043, 707)",2,"[20, 0]"
367,100,"[gabriel de saint-aubin, saint-aubin, gabriel de]","[1724, 1780]","[gabriel jacques de saint-aubin, saint-aubin, gabriel jacques de]","[1704, 1780]",1,"wga_saint-aubin, gabriel de, (1724-1780)",rijks_rjgd-gabriel-jacques-de-saint-aubin,"(3384, 1530)",66,"[20, 0]"
488,100,"[bevilacqua, ventura salimbeni, salimbeni, ventura]","[1567, 1613]","[salimbeni, ventura, ventura salimbeni]","[1502, 1613]",0,"wga_salimbeni, ventura, (1568-1613)",rijks_rjgd-ventura-salimbeni,"(3898, 4923)",12,"[65, 0]"
548,100,"[antoine sallaert, sallaert, anthonis]","[1580, 1650]","[antoine sallaert, sallaert, antoine]","[1585, 1650]",1,"wga_sallaert, anthonis, (1580-1650)",rijks_rjgd-antoine-sallaert,"(4168, 358)",7,"[5, 0]"
909,100,"[satorius, l. n., sartorius, john nott, sartorius, john nost]","[1755, 1828]",[n.n.],"[1775.0, 1775.0]",0,"wga_sartorius, john nost, (1759-1828)",rijks_rjgd-n.n.,"(8073, 4047)",57,"[20.0, 53.0]"
911,100,"[scamozzi, vincenzo]","[1548, 1616]","[scamozzi, vincenzo, vincenzo scamozzi]","[1509, 1616]",1,"wga_scamozzi, vincenzo, (1548-1616)",rijks_rjgd-vincenzo-scamozzi,"(8081, 4937)",3,"[39, 0]"
912,100,"[schall, jean-frédéric]","[1752, 1825]","[jean frédéric schall, schall, jean frédéric]","[1703, 1825]",1,"wga_schall, jean-frédéric, (1752-1825)",rijks_rjgd-jean-frédéric-schall,"(8086, 2953)",8,"[49, 0]"
270,100,"[ary scheffer, scheffer, ary]","[1795, 1858]","[ary scheffer, scheffer, ary]","[1702, 1858]",1,"wga_scheffer, ary, (1795-1858)",rijks_rjgd-ary-scheffer,"(3027, 435)",34,"[93, 0]"
913,100,"[schillemans, françois]","[1575, 1620]","[françois schillemans, schillemans, françois]","[1575, 1630]",1,"wga_schillemans, françois, (1575-1620)",rijks_rjgd-françois-schillemans,"(8095, 1464)",10,"[0, 10]"
344,100,"[schouman, aert, aert schouman]","[1710, 1792]","[aert schouman, schouman, aert]","[1703, 1792]",1,"wga_schouman, aert, (1710-1792)",rijks_rjgd-aert-schouman,"(3289, 179)",290,"[7, 0]"
253,100,"[schut, cornelis, schut, cornelis i, cornelis schut]","[1597, 1655]","[cornelis schut (i), schut, cornelis (i)]","[1505, 1655]",1,"wga_schut, cornelis i, (1597-1655)",rijks_rjgd-cornelis-schut-(i),"(2986, 935)",17,"[92, 0]"
914,100,"[schwarz, christoph]","[1548, 1592]","[christoph schwarz, schwarz, christoph]","[1545, 1592]",1,"wga_schwarz, christoph, (1548-1592)",rijks_rjgd-christoph-schwarz,"(8109, 787)",6,"[3, 0]"
915,100,"[sellaer, vincent]","[1538, 1544]","[sellaer, vincent, vincent sellaer]","[1490, 1544]",1,"wga_sellaer, vincent, (1538-1544)",rijks_rjgd-vincent-sellaer,"(8125, 4932)",7,"[48, 0]"
916,100,"[serwouters, pieter]","[1586, 1657]","[pieter serwouters, serwouters, pieter]","[1510, 1657]",1,"wga_serwouters, pieter, (1586-1657)",rijks_rjgd-pieter-serwouters,"(8135, 4496)",37,"[76, 0]"
494,100,"[slingeland, pieter cornelisz. van, pieter cornelisz van slingelandt, slingelandt, pieter cornelisz van]","[1640, 1691]","[pieter cornelisz. van slingelandt, slingelandt, pieter cornelisz. van]","[1610, 1691]",1,"wga_slingeland, pieter cornelisz. van, (1640-1691)",rijks_rjgd-pieter-cornelisz.-van-slingelandt,"(3942, 4401)",26,"[30, 0]"
917,100,"[snijers, peter]","[1681, 1752]","[peter snijers, snijers, peter]","[1603, 1752]",1,"wga_snijers, peter, (1681-1752)",rijks_rjgd-peter-snijers,"(8157, 4267)",2,"[78, 0]"
30,100,"[l' abate ciccio, solimena, francesco, francesco solimena]","[1657, 1747]","[francesco solimena, solimena, francesco]","[1610, 1747]",1,"wga_solimena, francesco, (1657-1747)",rijks_rjgd-francesco-solimena,"(646, 1359)",116,"[47, 0]"
918,100,"[someren, hendrick van]","[1615, 1685]","[hendrick van someren, someren, hendrick van]","[1607, 1685]",1,"wga_someren, hendrick van, (1615-1685)",rijks_rjgd-hendrick-van-someren,"(8163, 2004)",2,"[8, 0]"
920,100,"[spaendonck, gerard van]","[1746, 1822]","[gerard van spaendonck, spaendonck, gerard van]","[1703, 1822]",1,"wga_spaendonck, gerard van, (1746-1822)",rijks_rjgd-gerard-van-spaendonck,"(8172, 1621)",5,"[43, 0]"
921,97,"[speeckaert, hans]","[1540, 1577]","[hans speckaert, speckaert, hans]","[1530, 1577.0]",1,"wga_speeckaert, hans, (1540-1577)",rijks_rjgd-hans-speckaert,"(8173, 1945)",15,"[10, 0.0]"
923,100,"[squarcione, francesco]","[1397, 1468]","[francesco squarcione, squarcione, francesco]","[1395, 1468]",1,"wga_squarcione, francesco, (1397-1468)",rijks_rjgd-francesco-squarcione,"(8179, 1360)",3,"[2, 0]"
924,95,"[stalbemt, adriaan van]","[1580, 1662]","[adriaen van stalbemt, stalbemt, adriaen van]","[1506, 1662]",1,"wga_stalbemt, adriaan van, (1580-1662)",rijks_rjgd-adriaen-van-stalbemt,"(8180, 157)",7,"[74, 0]"
925,100,"[stalbemt, adriaen van]","[1580, 1622]","[adriaen van stalbemt, stalbemt, adriaen van]","[1506, 1662]",1,"wga_stalbemt, adriaen van, (1580-1622)",rijks_rjgd-adriaen-van-stalbemt,"(8181, 157)",3,"[74, 40]"
926,100,"[stalburch, jan van]","[1555, 1562]","[jan van stalburch, stalburch, jan van]","[1557.0, 1557.0]",1,"wga_stalburch, jan van, (1555-1562)",rijks_rjgd-jan-van-stalburch,"(8182, 2854)",2,"[2.0, 5.0]"
165,100,"[massimo stanzione, stanzione, massimo]","[1585, 1656]","[massimo stanzione, stanzione, massimo]","[1585, 1658]",1,"wga_stanzione, massimo, (1585-1656)",rijks_rjgd-massimo-stanzione,"(2576, 3741)",14,"[0, 2]"
191,100,"[gherardo starnina, starnina, gherardo di jacopo]","[1354, 1413]","[gherardo starnina, starnina, gherardo]","[1360, 1413]",1,"wga_starnina, gherardo di jacopo, (1354-1409)",rijks_rjgd-gherardo-starnina,"(2697, 1682)",17,"[6, 0]"
927,100,"[stock, andries jacobsz.]","[1580, 1648]","[andries jacobsz. stock, stock, andries jacobsz.]","[1582, 1648]",1,"wga_stock, andries jacobsz., (1580-1648)",rijks_rjgd-andries-jacobsz.-stock,"(8197, 271)",25,"[2, 0]"
928,100,"[stoop, maerten]","[1620, 1647]","[maerten stoop, stoop, maerten]","[1622, 1647]",1,"wga_stoop, maerten, (1620-1647)",rijks_rjgd-maerten-stoop,"(8202, 3680)",3,"[2, 0]"
929,100,"[storck, jacobus]","[1641, 1688]","[jacobus storck, storck, jacobus]","[1609, 1712]",1,"wga_storck, jacobus, (1641-1688)",rijks_rjgd-jacobus-storck,"(8203, 2500)",7,"[32, 24]"
59,100,"[van strij, jacob, strij, jacob van, jacob van strij]","[1756, 1815]","[jacob van strij, strij, jacob van]","[1710, 1815]",1,"wga_strij, jacob van, (1756-1815)",rijks_rjgd-jacob-van-strij,"(1029, 2459)",86,"[46, 0]"
1011,100,"[sustris, lambert, lambert sustris]","[1515, 1584]","[lambert sustris, sustris, lambert]","[1515, 1591]",1,"wga_sustris, lambert, (1515-1560)",rijks_rjgd-lambert-sustris,"(9798, 3499)",38,"[0, 7]"
498,100,"[isaac van swanenburg, swanenburg, isaac claesz. van]","[1537, 1614]","[isaac claesz. van swanenburg, swanenburg, isaac claesz. van]","[1508, 1614]",1,"wga_swanenburg, isaac claesz. van, (1537-1614)",rijks_rjgd-isaac-claesz.-van-swanenburg,"(3951, 2223)",100,"[29, 0]"
930,100,"[swanenburg, willem isaacsz. van]","[1580, 1612]","[swanenburg, willem isaacsz. van, willem isaacsz. van swanenburg]","[1501, 1612]",1,"wga_swanenburg, willem isaacsz. van, (1580-1612)",rijks_rjgd-willem-isaacsz.-van-swanenburg,"(8224, 5023)",32,"[79, 0]"
931,100,"[swart van groningen, jan]","[1500, 1560]","[jan swart van groningen, swart van groningen, jan]","[1500, 1562]",1,"wga_swart van groningen, jan, (1500-1560)",rijks_rjgd-jan-swart-van-groningen,"(8225, 2789)",24,"[0, 2]"
190,100,"[michiel sweerts, suertz, michiel, suerts, michael, suarssi, michele, suerts, michiello, sweerts, michiel, suar's, michael, suerts, michiel, swarts, michael, michele suars, il signor, suars, il cavaliere, suar's, michiel, suerz, michiel, sweerts, michael, suerz, michael, suertz, michael]","[1618, 1664]","[michael sweerts, sweerts, michael]","[1609, 1664]",1,"wga_sweerts, michiel, (1618-1664)",rijks_rjgd-michael-sweerts,"(2693, 3852)",53,"[9, 0]"
932,95,"[tardieu, nicolas-henry]","[1674, 1749]","[nicolas henri tardieu, tardieu, nicolas henri]","[1601, 1749]",1,"wga_tardieu, nicolas-henry, (1674-1749)",rijks_rjgd-nicolas-henri-tardieu,"(8234, 4122)",3,"[73, 0]"
416,100,"[tassi, agostino, agostino tassi]","[1578, 1644]","[agostino tassi, tassi, agostino]","[1580, 1644]",1,"wga_tassi, agostino, (1578-1644)",rijks_rjgd-agostino-tassi,"(3621, 187)",21,"[2, 0]"
622,100,"[nicolas-antoine taunay, taunay, nicolas antoine]","[1755, 1830]","[nicolas antoine taunay, taunay, nicolas antoine]","[1702, 1830]",1,"wga_taunay, nicolas antoine, (1755-1830)",rijks_rjgd-nicolas-antoine-taunay,"(4619, 4104)",25,"[53, 0]"
933,100,"[tempel, abraham van den]","[1622, 1672]","[abraham van den tempel, tempel, abraham van den]","[1623, 1672]",1,"wga_tempel, abraham van den, (1622-1672)",rijks_rjgd-abraham-van-den-tempel,"(8241, 89)",14,"[1, 0]"
934,89,"[teyler, johannes]","[1648, 1709]","[johan teyler, teyler, johan]","[1648, 1712]",1,"wga_teyler, johannes, (1648-1709)",rijks_rjgd-johan-teyler,"(8249, 3061)",27,"[0, 3]"
935,100,"[thomas, jan]","[1617, 1678]","[jan thomas, thomas, jan]","[1602, 1678]",1,"wga_thomas, jan, (1617-1678)",rijks_rjgd-jan-thomas,"(8258, 2796)",2,"[15, 0]"
1656,90,"[thomas, jan]","[1617, 1678]","[jan thopas, thopas, jan]","[1630, 1675.0]",0,"wga_thomas, jan, (1617-1678)",rijks_rjgd-jan-thopas,"(2797, 8258)",5,"[13, 3.0]"
936,100,"[thomassin, philippe]","[1562, 1622]","[philippe thomassin, thomassin, philippe]","[1501, 1622]",1,"wga_thomassin, philippe, (1562-1622)",rijks_rjgd-philippe-thomassin,"(8259, 4310)",2,"[61, 0]"
40,100,"[tiepolo, giovanni battista, giovanni battista tiepolo, giambattista tiepolo]","[1696, 1770]","[giovanni battista tiepolo, tiepolo, giovanni battista]","[1603, 1770]",1,"wga_tiepolo, giovanni battista, (1696-1770)",rijks_rjgd-giovanni-battista-tiepolo,"(798, 1761)",800,"[93, 0]"
417,100,"[lorenzo baldissera tiepolo, tiepolo, lorenzo]","[1736, 1776]","[lorenzo baldissera tiepolo, tiepolo, lorenzo baldissera]","[1708, 1776]",1,"wga_tiepolo, lorenzo, (1736-1776)",rijks_rjgd-lorenzo-baldissera-tiepolo,"(3625, 3564)",23,"[28, 0]"
937,100,"[tischbein, johann friedrich august, leipziger tischbein]","[1750, 1812]","[johann friedrich august tischbein, tischbein, johann friedrich august]","[1703, 1812]",1,"wga_tischbein, johann friedrich august, (1750-1812)",rijks_rjgd-johann-friedrich-august-tischbein,"(8267, 3092)",27,"[47, 0]"
110,92,"[tiziano vecelli, titian, tiziano vecellio, tizian]","[1488, 1578.0]",[titiaan],"[1488, 1576]",1,"wga_tiziano vecellio, (1490-1576)",rijks_rjgd-titiaan,"(2134, 4871)",899,"[0, 2.0]"
939,100,"[toeput, lodewijk, toeput, lodewyk, pozzoserrato]","[1550, 1605]","[lodewijk toeput, toeput, lodewijk]","[1550, 1603]",1,"wga_toeput, lodewijk, (1550-1605)",rijks_rjgd-lodewijk-toeput,"(8274, 3557)",18,"[0, 2]"
940,100,"[tol, domenicus van]","[1635, 1676]","[domenicus van tol, tol, domenicus van]","[1645, 1676]",1,"wga_tol, domenicus van, (1635-1676)",rijks_rjgd-domenicus-van-tol,"(8275, 1177)",5,"[10, 0]"
389,100,"[jacob toorenvliet, toorenvliet, jacob]","[1640, 1719]","[jacob toorenvliet, toorenvliet, jacob]","[1607, 1719]",1,"wga_toorenvliet, jacob, (1640-1719)",rijks_rjgd-jacob-toorenvliet,"(3483, 2436)",37,"[33, 0]"
941,100,"[torbido, francesco]","[1482, 1561]","[francesco torbido, torbido, francesco]","[1482, 1562]",1,"wga_torbido, francesco, (1482-1561)",rijks_rjgd-francesco-torbido,"(8280, 1361)",2,"[0, 1]"
314,100,"[troost, cornelis, cornelis troost]","[1696, 1750]","[cornelis troost, troost, cornelis]","[1610, 1750]",1,"wga_troost, cornelis, (1696-1750)",rijks_rjgd-cornelis-troost,"(3109, 941)",144,"[86, 0]"
527,100,"[jacob van der ulft, ulft, jacob van der, van der ulft, jakob, uffts, jacob van der]","[1627, 1689]","[jacob van der ulft, ulft, jacob van der]","[1603, 1689]",1,"wga_ulft, jacob van der, (1627-1689)",rijks_rjgd-jacob-van-der-ulft,"(4085, 2445)",40,"[24, 0]"
471,100,"[lodewijk de vadder, vadder, lodewijk de]","[1605, 1655]","[lodewijk de vadder, vadder, lodewijk de]","[1604, 1655]",1,"wga_vadder, lodewijk de, (1605-1655)",rijks_rjgd-lodewijk-de-vadder,"(3774, 3553)",32,"[1, 0]"
204,100,"[lucas van valckenborch, valckenborch, lucas van]","[1530, 1597]","[lucas van valckenborch, valckenborch, lucas van]","[1535, 1597]",1,"wga_valckenborch, lucas van, (1530-1597)",rijks_rjgd-lucas-van-valckenborch,"(2759, 3638)",17,"[5, 0]"
578,100,"[velde, jan jansz. van de, jan jansz van de velde]","[1619, 1663]","[jan jansz. van de velde (iii), velde, jan jansz. van de (iii)]","[1620, 1662]",1,"wga_velde, jan jansz. van de, (1619-1662)",rijks_rjgd-jan-jansz.-van-de-velde-(iii),"(4283, 2714)",11,"[1, 1]"
943,100,"[velde, jan van de, i]","[1569, 1623]","[jan van de velde, velde, jan van de]","[1603.0, 1603.0]",0,"wga_velde, jan van de, i, (1569-1623)",rijks_rjgd-jan-van-de-velde,"(8625, 2807)",2,"[34.0, 20.0]"
342,100,"[jan van de velde, velde, jan van de, ii]","[1593, 1641]","[jan van de velde, velde, jan van de]","[1603.0, 1603.0]",1,"wga_velde, jan van de, ii, (1593-1641)",rijks_rjgd-jan-van-de-velde,"(3268, 2807)",140,"[10.0, 38.0]"
944,97,"[velde, peter van den, van den velde, peter]","[1634, 1714]","[peter van de velde, velde, peter van de]","[1602, 1724]",1,"wga_velde, peter van den, (1634-1714)",rijks_rjgd-peter-van-de-velde,"(8626, 4268)",11,"[32, 10]"
945,100,"[vendri, antonio da]","[1476, 1555]","[antonio da vendri, vendri, antonio da]","[1489, 1545]",1,"wga_vendri, antonio da, (1476-1555)",rijks_rjgd-antonio-da-vendri,"(8628, 389)",3,"[13, 10]"
946,100,"[venne, jan van der]","[1592, 1651]","[jan van der venne, venne, jan van der]","[1600.0, 1651]",1,"wga_venne, jan van der, (1592-1651)",rijks_rjgd-jan-van-der-venne,"(8629, 2821)",3,"[8.0, 0]"
947,100,"[verboeckhoven, eugene joseph, verboeckhoven, e. and ortman, verbeckhoven, e., verboeckhoven, e. and bodeman, verboeckhoven, eugène-joseph, verboeckhoven, eugène, verboeckhoven, e., verboeckhoven, eugène joseph, verboeckhoven, eugeen joseph]","[1798, 1881]","[eugène verboeckhoven, verboeckhoven, eugène]","[1706, 1881]",1,"wga_verboeckhoven, eugène-joseph, (1798-1881)",rijks_rjgd-eugène-verboeckhoven,"(8631, 1280)",38,"[92, 0]"
949,100,"[verelst, herman, verelst, herman pietersz.]","[1641, 1702]","[herman verelst, verelst, herman]","[1642, 1702]",1,"wga_verelst, herman pietersz., (1641-1702)",rijks_rjgd-herman-verelst,"(8637, 2148)",15,"[1, 0]"
950,100,"[verhout, constantijn]","[1663, 1667]","[constantijn verhout, verhout, constantijn]","[1663.0, 1663.0]",1,"wga_verhout, constantijn, (1663-1667)",rijks_rjgd-constantijn-verhout,"(8645, 840)",4,"[0.0, 4.0]"
951,100,"[verkolje, nicolaas]","[1673, 1746]","[nicolaas verkolje, verkolje, nicolaas]","[1604, 1746]",1,"wga_verkolje, nicolaas, (1673-1746)",rijks_rjgd-nicolaas-verkolje,"(8647, 4073)",93,"[69, 0]"
952,96,"[vermeer van haarlem, jan the elder]","[1628, 1691]","[jan vermeer van haarlem (i), vermeer van haarlem, jan (i)]","[1610, 1691]",1,"wga_vermeer van haarlem, jan the elder, (1628-1691)",rijks_rjgd-jan-vermeer-van-haarlem-(i),"(8648, 2861)",2,"[18, 0]"
953,100,"[vermeulen, andries]","[1763, 1814]","[andries vermeulen, vermeulen, andries]","[1703, 1814]",1,"wga_vermeulen, andries, (1763-1814)",rijks_rjgd-andries-vermeulen,"(8651, 280)",5,"[60, 0]"
238,100,"[carle vernet, vernet, carle]","[1758, 1836]","[carle vernet, vernet, carle]","[1708, 1836]",1,"wga_vernet, carle, (1758-1836)",rijks_rjgd-carle-vernet,"(2913, 657)",23,"[50, 0]"
