,score,names_wiki+googleart+wga+meisterwerke+moma+artuk,dates_wiki+googleart+wga+meisterwerke+moma+artuk,names_rijks,dates_rijks,is_same,artist_id_wiki+googleart+wga+meisterwerke+moma+artuk,artist_id_rijks,idx,total_works_count,year_diff
63,100,"[jan provoost, provost, jan]","[1462, 1550.0]","[jan provoost, provoost, jan]","[1465, 1529]",1,"artuk_provost, jan, (1465-1529)",rijks_rjgd-jan-provoost,"(1064, 2770)",43,"[3, 21.0]"
95,100,"[prud'hon, pierre-paul, prudhon, pierre paul, prudhon, pierre-paul, pierre-paul prud'hon, prudhon, pierre, prudon, pierre paul, prud'hon, pierre paul, prud'hon, p.-p.]","[1758, 1823]","[pierre prud'hon, prud'hon, pierre]","[1704, 1823]",1,"artuk_prud'hon, pierre-paul, (1758-1823)",rijks_rjgd-pierre-prud'hon,"(1822, 4366)",156,"[54, 0]"
372,100,"[george richmond, richmond, g., richmond, george]","[1809, 1896]","[george richmond, richmond, george]","[1803, 1896]",1,"artuk_richmond, george, (1809-1896)",rijks_rjgd-george-richmond,"(3416, 1590)",71,"[6, 0]"
903,100,"[rombouts, salomon]","[1652, 1702]","[rombouts, salomon, salomon rombouts]","[1605, 1702]",1,"artuk_rombouts, salomon, (1652-1702)",rijks_rjgd-salomon-rombouts,"(7998, 4696)",16,"[47, 0]"
904,100,"[romeijn, willem, romeyn, willem]","[1624, 1694]","[romeyn, willem, willem romeyn]","[1634, 1694]",1,"artuk_romeyn, willem, (1624-1694)",rijks_rjgd-willem-romeyn,"(7999, 5049)",23,"[10, 0]"
1053,97,"[ronner, henriette]","[1821, 1909]","[henriëtte ronner, ronner, henriëtte]","[1805, 1909]",1,"artuk_ronner, henriette, (1821-1909)",rijks_rjgd-henriëtte-ronner,"(16225, 2121)",12,"[16, 0]"
234,100,"[sandby, paul, paul sandby]","[1725, 1809]","[paul sandby, sandby, paul]","[1730, 1811]",1,"artuk_sandby, paul, (1731-1809)",rijks_rjgd-paul-sandby,"(2899, 4216)",191,"[5, 2]"
910,90,"[sauvage, piat-joseph, sauvage, piat joseph]","[1744, 1818]","[pieter joseph sauvage, sauvage, pieter joseph]","[1701, 1818]",1,"artuk_sauvage, piat joseph, (1744-1818)",rijks_rjgd-pieter-joseph-sauvage,"(8075, 4459)",12,"[43, 0]"
1054,90,"[schoevaerdts, mathys]","[1665, 1723]","[matthijs schoevaerdts, schoevaerdts, matthijs]","[1665, 1682.0]",1,"artuk_schoevaerdts, mathys, (1665-1723)",rijks_rjgd-matthijs-schoevaerdts,"(16361, 3781)",11,"[0, 41.0]"
64,100,"[siberechts, jan, jan siberechts]","[1627, 1703]","[jan siberechts, siberechts, jan]","[1601, 1703]",1,"artuk_siberechts, jan, (1627-1703)",rijks_rjgd-jan-siberechts,"(1065, 2781)",44,"[26, 0]"
1055,100,"[smith of derby, smith, thomas, smith, john thomas, smith, john, smith, t.]","[1755.0, 1767]","[john raphael smith, smith, john raphael]","[1752, 1812]",0,"artuk_smith, john, (1717-1764)",rijks_rjgd-john-raphael-smith,"(16533, 3294)",4,"[3.0, 45]"
33,100,"[snyders, frans, frans snyders (snijders), frans snyders]","[1579, 1657]","[frans snijders, snijders, frans]","[1511, 1657]",1,"artuk_snyders, frans, (1579-1657)",rijks_rjgd-frans-snijders,"(670, 1413)",168,"[68, 0]"
919,98,"[sorgh, hendrik martensz., sorgh, hendrick maertensz.]","[1609, 1670]","[hendrick martensz. sorgh, sorgh, hendrick martensz.]","[1611, 1670]",1,"artuk_sorgh, hendrik martensz., (1609-1670)",rijks_rjgd-hendrick-martensz.-sorgh,"(8166, 1995)",31,"[2, 0]"
922,100,"[speckaert, michel joseph, speeckaert, michel-joseph, speeckaert, jan, speeckaert, michel joseph, speckaert, michel-joseph, speckaert, jan, speeckaert, p.]","[1748, 1838]",[michel],"[1750.0, 1750.0]",0,"artuk_speeckaert, michel joseph, (1748-1838)",rijks_rjgd-michel,"(8174, 3854)",7,"[2.0, 88.0]"
85,100,"[stom, matthias, matthias stomer, matthias stom]","[1600, 1652]","[matthias stom, stom, matthias]","[1600, 1649]",1,"artuk_stom, matthias, (1600-1650)",rijks_rjgd-matthias-stom,"(1545, 3771)",56,"[0, 3]"
583,100,"[storck, abraham jansz., storck, abraham, abraham storck]","[1644, 1708]","[abraham storck, storck, abraham]","[1604, 1708]",1,"artuk_storck, abraham jansz., (1644-1708)",rijks_rjgd-abraham-storck,"(4309, 83)",84,"[40, 0]"
478,100,"[justus sustermans, sustermans, justus]","[1597, 1681]","[justus sustermans, sustermans, justus]","[1509, 1681]",1,"artuk_sustermans, justus, (1597-1681)",rijks_rjgd-justus-sustermans,"(3805, 3399)",36,"[88, 0]"
1056,100,"[ten kate, herman frederik carel]","[1822, 1891]","[herman frederik carel ten kate, kate, herman frederik carel ten]","[1802, 1891]",1,"artuk_ten kate, herman frederik carel, (1822-1891)",rijks_rjgd-herman-frederik-carel-ten-kate,"(16781, 2135)",13,"[20, 0]"
938,100,"[tocqué, louis]","[1696, 1772]","[louis tocqué, tocqué, louis]","[1611, 1772]",1,"artuk_tocqué, louis, (1696-1772)",rijks_rjgd-louis-tocqué,"(8273, 3617)",15,"[85, 0]"
241,100,"[francis towne, towne, francis]","[1739, 1816]","[francis towne, towne, francis]","[1740, 1816]",1,"artuk_towne, francis, (1739-1816)",rijks_rjgd-francis-towne,"(2929, 1372)",41,"[1, 0]"
445,100,"[bijlert, jan van, van bijlert, jan, jan van bijlert]","[1597, 1671]","[bijlert, jan van, jan van bijlert]","[1598, 1671]",1,"artuk_van bijlert, jan, (1597-1671)",rijks_rjgd-jan-van-bijlert,"(3740, 2801)",39,"[1, 0]"
683,100,"[van den broeck, elias, broeck, elias van den]","[1650, 1708]","[broeck, elias van den, elias van den broeck]","[1670.0, 1670.0]",1,"artuk_van den broeck, elias, (1657-1708)",rijks_rjgd-elias-van-den-broeck,"(5924, 1225)",12,"[20.0, 38.0]"
1177,89,"[van der ast, balthasar, ast, balthasar van der, balthasar van der ast]","[1593, 1657]","[balthasar van der veen, veen, balthasar van der]","[1597, 1659]",0,"artuk_van der ast, balthasar, (1593-1657)",rijks_rjgd-balthasar-van-der-veen,"(485, 3310)",47,"[4, 2]"
351,100,"[van der ast, balthasar, ast, balthasar van der, balthasar van der ast]","[1593, 1657]","[ast, balthasar van der, balthasar van der ast]","[1594, 1657]",1,"artuk_van der ast, balthasar, (1593-1657)",rijks_rjgd-balthasar-van-der-ast,"(3310, 484)",48,"[1, 0]"
1057,100,"[van der does, simon]","[1653, 1718]","[does, simon van der, simon van der does]","[1653, 1763]",1,"artuk_van der does, simon, (1653-1718)",rijks_rjgd-simon-van-der-does,"(16957, 4763)",12,"[0, 45]"
55,100,"[goes, hugo van der, hugo van der goes, van der goes, hugo]","[1420, 1482]","[goes, hugo van der, hugo van der goes]","[1440, 1482]",1,"artuk_van der goes, hugo, (1420-1482)",rijks_rjgd-hugo-van-der-goes,"(968, 2194)",137,"[20, 0]"
820,100,"[lisse, dirck van der, van der lisse, dirck]","[1586, 1669]","[dirck van der lisse, lisse, dirck van der]","[1607, 1669]",1,"artuk_van der lisse, dirck, (1586-1669)",rijks_rjgd-dirck-van-der-lisse,"(6921, 1126)",9,"[21, 0]"
1058,92,"[van der myn, herman]","[1684, 1741]","[herman van der mijn, mijn, herman van der]","[1684, 1719.0]",1,"artuk_van der myn, herman, (1684-1741)",rijks_rjgd-herman-van-der-mijn,"(16962, 2145)",22,"[0, 22.0]"
522,100,"[egbert van der poel, van der poel, egbert lievensz., poel, egbert van der]","[1621, 1664]","[egbert lievensz. van der poel, poel, egbert lievensz. van der]","[1603, 1664]",1,"artuk_van der poel, egbert lievensz., (1621-1664)",rijks_rjgd-egbert-lievensz.-van-der-poel,"(4060, 1205)",24,"[18, 0]"
377,100,"[van diepenbeeck, abraham jansz., abraham van diepenbeeck]","[1596, 1675]","[abraham van diepenbeeck, diepenbeeck, abraham van]","[1505, 1675]",1,"artuk_van diepenbeeck, abraham jansz., (1596-1675)",rijks_rjgd-abraham-van-diepenbeeck,"(3431, 91)",55,"[91, 0]"
1059,100,"[van diest, adriaen]","[1656, 1704]","[adriaen van diest, diest, adriaen van]","[1655, 1704]",1,"artuk_van diest, adriaen, (1656-1704)",rijks_rjgd-adriaen-van-diest,"(16964, 153)",25,"[1, 0]"
1060,100,"[van diest, willem]","[1610, 1673]","[diest, willem van, willem van diest]","[1610, 1668]",1,"artuk_van diest, willem, (1610-1673)",rijks_rjgd-willem-van-diest,"(16966, 5067)",8,"[0, 5]"
1061,97,"[van huchtenburgh, jan]","[1647, 1733]","[huchtenburg, jan van, jan van huchtenburg]","[1611, 1733]",1,"artuk_van huchtenburgh, jan, (1647-1733)",rijks_rjgd-jan-van-huchtenburg,"(16973, 2830)",117,"[36, 0]"
790,100,"[van kessel, jan, kessel, jan van]","[1641, 1680]","[jan van kessel (1641-1680), kessel, jan van (1641-1680)]","[1609, 1680]",1,"artuk_van kessel, jan, (1641-1680)",rijks_rjgd-jan-van-kessel-(1641-1680),"(6770, 2833)",15,"[32, 0]"
1062,100,"[laer, pieter van, lara, pieter jacobsz. de, laar, pieter jacobsz. van, van laer, pieter, van laer, pieter boddingh, boddingius, nicolaes, laer of ds., n. boddingh van, boddingh, orlando, boddink, a. p., laer, pieter jacobsz. van, bodding, nicolaes, laer, pieter jacobsz. de, bamboccio, bodding, orlando, bamboots]","[1599, 1641]","[laer, pieter bodding van, pieter bodding van laer]","[1512, 1642]",1,"artuk_van laer, pieter, (1599-1642)",rijks_rjgd-pieter-bodding-van-laer,"(16975, 4384)",53,"[87, 1]"
841,91,"[van mieris the younger, frans, mieris, frans van, the younger]","[1689, 1763]","[frans van mieris (ii), mieris, frans van (ii)]","[1612, 1763]",1,"artuk_van mieris the younger, frans, (1689-1763)",rijks_rjgd-frans-van-mieris-(ii),"(7171, 1418)",19,"[77, 0]"
1063,94,"[van ostade, isack]","[1621, 1649]","[isaac van ostade, ostade, isaac van]","[1606, 1649]",1,"artuk_van ostade, isack, (1621-1649)",rijks_rjgd-isaac-van-ostade,"(16976, 2242)",37,"[15, 0]"
1064,100,"[van reysschoot, petrus johannes]","[1702, 1772]","[petrus johannes van reysschoot, reysschoot, petrus johannes van]","[1701, 1772]",1,"artuk_van reysschoot, petrus johannes, (1702-1772)",rijks_rjgd-petrus-johannes-van-reysschoot,"(16977, 4281)",10,"[1, 0]"
611,100,"[van schendel, petrus, petrus van schendel]","[1806, 1870]","[petrus van schendel, schendel, petrus van]","[1804, 1870]",1,"artuk_van schendel, petrus, (1806-1870)",rijks_rjgd-petrus-van-schendel,"(4428, 4287)",15,"[2, 0]"
1065,100,"[van swanevelt, herman]","[1600, 1665]","[herman van swanevelt, swanevelt, herman van]","[1604, 1655]",1,"artuk_van swanevelt, herman, (1600-1665)",rijks_rjgd-herman-van-swanevelt,"(16983, 2146)",44,"[4, 10]"
1671,90,"[van thielen, jan philips, van rigoults, jean philips, thielen rigouldts, jan philips, van thielen-rigoults, jan philips, van conwemberg, jan philips, heere van couwenberghe, thielen, jean philips van, van rigoults, jan philips, righolz, jan philips van, thielen rigouldts, jan philip van, cowenberch, j. p., thielen, jan philip van, thielen, jan van, van thielen, jan philip, thielen, jan philips van, van conwemberg, jean philips, cauwendael]","[1618, 1667]","[hilten, jan van, jan van hilten]","[1638.0, 1643.0]",0,"artuk_van thielen, jan philip, (1618-1667)",rijks_rjgd-jan-van-hilten,"(2829, 9823)",11,"[20.0, 24.0]"
1013,100,"[van thielen, jan philips, van rigoults, jean philips, thielen rigouldts, jan philips, van thielen-rigoults, jan philips, van conwemberg, jan philips, heere van couwenberghe, thielen, jean philips van, van rigoults, jan philips, righolz, jan philips van, thielen rigouldts, jan philip van, cowenberch, j. p., thielen, jan philip van, thielen, jan van, van thielen, jan philip, thielen, jan philips van, van conwemberg, jean philips, cauwendael]","[1618, 1667]","[jan philip van thielen, thielen, jan philip van]","[1604, 1667]",1,"artuk_van thielen, jan philip, (1618-1667)",rijks_rjgd-jan-philip-van-thielen,"(9823, 2765)",9,"[14, 0]"
1066,94,"[van tol, dominicus]","[1635, 1676]","[domenicus van tol, tol, domenicus van]","[1645, 1676]",1,"artuk_van tol, dominicus, (1635-1676)",rijks_rjgd-domenicus-van-tol,"(16984, 1177)",9,"[10, 0]"
254,100,"[lucas van uden, uden, lucas van, van uden, lucas]","[1595, 1672]","[lucas van uden, uden, lucas van]","[1510, 1673]",1,"artuk_van uden, lucas, (1595-1672)",rijks_rjgd-lucas-van-uden,"(2988, 3637)",99,"[85, 1]"
948,100,"[verboom, adriaen hendriksz., verboom, adriaen, akerboom, adriaen hendriksz., boom, a. h. v., boom, a. van, verbooms, abraham, verboom, adriaen hendricksz., boon, a. v., verboom, abraham, ver boom, adriaen hendricksz.]","[1628, 1673]","[adriaen hendriksz. verboom, verboom, adriaen hendriksz.]","[1627, 1680]",1,"artuk_verboom, adriaen hendricksz., (1628-1670)",rijks_rjgd-adriaen-hendriksz.-verboom,"(8633, 135)",9,"[1, 7]"
267,100,"[simon vouet, vouet, simon]","[1590, 1649]","[simon vouet, vouet, simon]","[1501, 1649]",1,"artuk_vouet, simon, (1590-1649)",rijks_rjgd-simon-vouet,"(3020, 4764)",87,"[89, 0]"
504,100,"[vroom, cornelis hendricksz. the younger, cornelis vroom, vroom the younger, cornelis]","[1591, 1661]","[cornelis hendriksz. vroom, vroom, cornelis hendriksz.]","[1592, 1661]",1,"artuk_vroom the younger, cornelis, (1591-1661)",rijks_rjgd-cornelis-hendriksz.-vroom,"(3964, 905)",17,"[1, 0]"
1067,100,"[w., w.]","[1820.0, 1937.0]","[f.w. meyer (graveur), meyer, f.w. (graveur)]","[1864.0, 1864.0]",0,"artuk_w., w.",rijks_rjgd-f.w.-meyer-(graveur),"(17030, 1304)",8,"[44.0, 73.0]"
1068,100,"[w., w.]","[1820.0, 1937.0]","[h.w.a. van rappard, rappard, h.w.a. van]","[1828.0, 1828.0]",0,"artuk_w., w.",rijks_rjgd-h.w.a.-van-rappard,"(17030, 1912)",8,"[8.0, 109.0]"
1069,89,"[wall, john]","[1708, 1793]","[hall, john, john hall]","[1712, 1797]",0,"artuk_wall, john, (1708-1793)",rijks_rjgd-john-hall,"(17068, 3287)",8,"[4, 4]"
282,100,"[weenix, jan, jan weenix]","[1640, 1719]","[jan weenix, weenix, jan]","[1642, 1719]",1,"artuk_weenix, jan, (1642-1719)",rijks_rjgd-jan-weenix,"(3046, 2868)",100,"[2, 0]"
73,100,"[weissenbruch, hendrik johannes, weissenbruch, jan hendrik, johan hendrik weissenbruch, weissenbruch, johannes-hendrik, weissenbruch, j. h., weissenbruch, johannes hendrik]","[1824, 1903]","[johan hendrik weissenbruch, weissenbruch, johan hendrik]","[1806, 1903]",1,"artuk_weissenbruch, jan hendrik, (1824-1903)",rijks_rjgd-johan-hendrik-weissenbruch,"(1157, 3056)",114,"[18, 0]"
1070,100,"[wijnants, jan]","[1635, 1684]","[jan wijnants, wijnants, jan]","[1632, 1684]",1,"artuk_wijnants, jan, (1635-1684)",rijks_rjgd-jan-wijnants,"(17243, 2871)",52,"[3, 0]"
291,100,"[wouwerman, philips, philips wouwerman]","[1619, 1668]","[philips wouwerman, wouwerman, philips]","[1605, 1668]",1,"artuk_wouwerman, philips, (1619-1668)",rijks_rjgd-philips-wouwerman,"(3066, 4322)",198,"[14, 0]"
233,100,"[adriaen isenbrandt, isenbrant, adriaen, ysenbrandt, adriaen]","[1480, 1551]","[adriaen isenbrant, isenbrant, adriaen]","[1490, 1551]",1,"artuk_ysenbrandt, adriaen, (1500-1551)",rijks_rjgd-adriaen-isenbrant,"(2885, 138)",30,"[10, 0]"
977,96,"[zais, giuseppe]","[1709, 1781]","[giuseppe zaïs, zaïs, giuseppe]","[1703, 1784]",1,"artuk_zais, giuseppe, (1709-1781)",rijks_rjgd-giuseppe-zaïs,"(8782, 1838)",21,"[6, 3]"
129,100,[augustin de saint-aubin],"[1736, 1807]","[augustin de saint-aubin, saint-aubin, augustin de]","[1706, 1811]",1,googleart_g120y83gd,rijks_rjgd-augustin-de-saint-aubin,"(2326, 448)",75,"[30, 4]"
1798,97,[katsukawa shun’ei],"[1762, 1819]","[katsukawa shuntei, shuntei, katsukawa]","[1770, 1820]",1,googleart_g121hxrk8,rijks_rjgd-katsukawa-shuntei,"(3440, 2337)",33,"[8, 1]"
131,100,"[tsukioka keisai, akabane, sankō, kitao, tsuguzane, keisai, kuwagata, kitao masayoshi, useki, masayoshi, kuwagata keisai, shōshin, sanjirō, akaba]","[1764, 1824]",[kitao masayoshi keisai],"[1815.0, 1815.0]",1,googleart_g121m7wcc,rijks_rjgd-kitao-masayoshi-keisai,"(2339, 3464)",17,"[51.0, 9.0]"
130,100,"[tsukioka keisai, akabane, sankō, kitao, tsuguzane, keisai, kuwagata, kitao masayoshi, useki, masayoshi, kuwagata keisai, shōshin, sanjirō, akaba]","[1764, 1824]","[kitao masanobu, masanobu, kitao]","[1761, 1816]",0,googleart_g121m7wcc,rijks_rjgd-kitao-masanobu,"(2339, 3462)",20,"[3, 8]"
132,100,"[moreau, louis gabriel, moreau (l'aîné), louis-gabriel moreau]","[1740, 1805]","[louis gabriel moreau, moreau, louis gabriel]","[1740, 1806]",1,googleart_g121p175z,rijks_rjgd-louis-gabriel-moreau,"(2340, 3594)",54,"[0, 1]"
133,100,"[kolbe, carl wilhelm, carl wilhelm kolbe]","[1757, 1835]","[carl wilhelm kolbe (i), kolbe, carl wilhelm (i)]","[1711, 1835]",1,googleart_g122cz0ds,rijks_rjgd-carl-wilhelm-kolbe-(i),"(2350, 655)",14,"[46, 0]"
134,100,[jean perrissin],"[1536, 1616]","[jean perrissin, perrissin, jean]","[1538, 1611]",1,googleart_g1hc0hffwl,rijks_rjgd-jean-perrissin,"(2373, 2980)",71,"[2, 5]"
25,100,"[greco, el, el greco, δομήνικος θεοτοκόπουλος (doménikos theotokópoulos), domenikos theokópoulos]","[1541, 1614]","[el greco, greco, el]","[1540, 1614]",1,googleart_m011k6_,rijks_rjgd-el-greco,"(541, 1220)",596,"[1, 0]"
137,100,[matthieu van plattenberg],"[1607, 1660]","[matthieu van plattenberg, plattenberg, matthieu van]","[1608, 1660]",1,googleart_m0125lddj,rijks_rjgd-matthieu-van-plattenberg,"(2400, 3774)",48,"[1, 0]"
103,100,"[richard wilson, wilson, richard, richard wilson ra]","[1713, 1782]","[richard wilson, wilson, richard]","[1708, 1782]",1,googleart_m014358,rijks_rjgd-richard-wilson,"(1906, 4620)",373,"[5, 0]"
58,100,"[jacob jordaens, jordaens, jakob, jordaens, jacob]","[1593, 1678]","[jacob jordaens (i), jordaens, jacob (i)]","[1505, 1678]",1,googleart_m01bbhf,rijks_rjgd-jacob-jordaens-(i),"(1026, 2405)",451,"[88, 0]"
1808,89,"[jacob jordaens, jordaens, jakob, jordaens, jacob]","[1593, 1678]","[jordaens, l., l. jordaens]","[1640.0, 1655.0]",0,googleart_m01bbhf,rijks_rjgd-l.-jordaens,"(3486, 1026)",431,"[47.0, 23.0]"
46,100,"[courbet, gustave, gustave courbet, jean désiré gustave courbet]","[1819, 1877]","[courbet, gustave, gustave courbet]","[1806, 1877]",1,googleart_m01dqt1,rijks_rjgd-gustave-courbet,"(854, 1885)",504,"[13, 0]"
142,99,"[dolci, carlo, carlo dolci]","[1616, 1687]","[carlo dolci, dolci, carlo]","[1605, 1686]",1,googleart_m01gb6v,rijks_rjgd-carlo-dolci,"(2458, 665)",64,"[11, 1]"
81,100,"[luca giordano, giordano, luca]","[1634, 1705]","[giordano, luca, luca giordano]","[1632, 1705]",1,googleart_m01gb8w,rijks_rjgd-luca-giordano,"(1435, 3627)",319,"[2, 0]"
144,100,"[thomas rowlandson, rowlandson, thomas]","[1756, 1827]","[rowlandson, thomas, thomas rowlandson]","[1707, 1827]",1,googleart_m01pnj8,rijks_rjgd-thomas-rowlandson,"(2481, 4858)",545,"[49, 0]"
11,100,"[antoon van dyck, dyck, antonio van, dyck, anthony van, dyke, anthony van, dyck, sir anthony van, dyck, anton van, vandyck, anthony, dyck, anthonis van, van dyck, anthony, dyck, anthonius van, dijck, anthony van, van dyck, antoon, dyck, anthoine van, dyck, antoon van, anthony van dyck]","[1599, 1641]","[anthony van dyck, dyck, anthony van]","[1503, 1641]",1,googleart_m01r0ss,rijks_rjgd-anthony-van-dyck,"(159, 337)",1272,"[96, 0]"
145,100,[sharaku],"[1794.0, 1925.0]","[sharaku, toshusai, toshusai sharaku]","[1794.0, 1794.0]",1,googleart_m01rtlq,rijks_rjgd-toshusai-sharaku,"(2485, 4879)",38,"[0.0, 131.0]"
2093,92,[sharaku],"[1794.0, 1925.0]",[shûraku],"[1800.0, 1800.0]",0,googleart_m01rtlq,rijks_rjgd-shûraku,"(4740, 2485)",27,"[6.0, 125.0]"
147,100,"[gerbrand van den eeckhout, eeckhout, gerbrand van den]","[1621, 1674]","[eeckhout, gerbrand van den, gerbrand van den eeckhout]","[1608, 1674]",1,googleart_m01sw0s,rijks_rjgd-gerbrand-van-den-eeckhout,"(2491, 1632)",108,"[13, 0]"
80,100,"[lotto, lorenzo, lorenzo lotto]","[1480, 1557]","[lorenzo lotto, lotto, lorenzo]","[1480, 1556]",1,googleart_m01wr8s,rijks_rjgd-lorenzo-lotto,"(1413, 3569)",349,"[0, 1]"
23,100,"[oscar claude monet, monet, claude, claude monet]","[1840, 1926]","[claude monet, monet, claude]","[1811, 1926]",1,googleart_m01xnj,rijks_rjgd-claude-monet,"(392, 817)",1955,"[29, 0]"
150,100,[bernardino campi],"[1522, 1591]","[bernardino campi, campi, bernardino]","[1522, 1595]",1,googleart_m025wbyl,rijks_rjgd-bernardino-campi,"(2519, 568)",4,"[0, 4]"
151,100,"[anraedt, pieter van, anraadt, pieter van, pieter van anraedt]","[1635, 1678]","[anraedt, pieter van, pieter van anraedt]","[1655.0, 1671.0]",1,googleart_m0261psh,rijks_rjgd-pieter-van-anraedt,"(2526, 4504)",8,"[20.0, 7.0]"
2014,91,[pieter pietersz barbiers],"[1749, 1842]","[barbiers, pieter (iv), pieter barbiers (iv)]","[1704, 1848]",0,googleart_m0261svy,rijks_rjgd-pieter-barbiers-(iv),"(4379, 2528)",52,"[45, 6]"
152,100,[pieter pietersz barbiers],"[1749, 1842]","[barbiers, pieter pietersz., pieter pietersz. barbiers]","[1710, 1842]",1,googleart_m0261svy,rijks_rjgd-pieter-pietersz.-barbiers,"(2528, 4486)",34,"[39, 0]"
22,100,"[pieters, clara, peeters, clara, clara peeters]","[1589, 1657]","[clara peeters, peeters, clara]","[1589, 1659]",1,googleart_m0266vrh,rijks_rjgd-clara-peeters,"(386, 805)",23,"[0, 2]"
159,100,"[armanno l'eremita, herman van swanevelt, enrico, eremita, heremyt, swanefelt, herman van, herman d'italie, eremit, monsieur herman, swanevelt, herman van]","[1600, 1655]","[herman van swanevelt, swanevelt, herman van]","[1604, 1655]",1,googleart_m026m_lb,rijks_rjgd-herman-van-swanevelt,"(2566, 2146)",313,"[4, 0]"
160,100,"[camillo procaccini, procaccini, camillo]","[1551, 1629]","[camillo procaccini, procaccini, camillo]","[1555, 1629]",1,googleart_m026md58,rijks_rjgd-camillo-procaccini,"(2567, 628)",16,"[4, 0]"
