,"score","names_wga","dates_wga","names_artuk","dates_artuk","is_same","artist_id_wga","artist_id_artuk",
647,93,"[kessel, jan van, i]","[1626, 1679]","[van kessel the younger, jan]","[1654, 1708]","0","kessel, jan van, i, (1626-1679)","van kessel the younger, jan, (1654-1708)",
648,90,"[verelst, william]","[1732, 1756]","[verelst, willem]","[1715, 1752]","1","verelst, william, (1732-1756)","verelst, willem,  & alexander, john, (1715-1752)",
649,91,"[waterhouse, john william]","[1849, 1917]","[waterhouse, b.]","[1906.0, 1906.0]","False","waterhouse, john william, (1849-1917)","waterhouse, b.",
650,94,"[watts, frederick waters]","[1800, 1870]","[watts, frederick w.]","[1800, 1870]","1","watts, frederick waters, (1800-1870)","watts, frederick w., (1800-1870)",
651,97,"[francken, frans iii]","[1607, 1667]","[francken ii, frans]","[1620, 1675]",0,"francken, frans iii, (1607-1667)","francken ii, frans,  & neeffs the younger, peeter, (1620-1675)","(10433, 1289)"
652,97,"[francken, frans iii]","[1607, 1667]","[francken ii, frans]","[1610, 1690]",0,"francken, frans iii, (1607-1667)","francken ii, frans,  & teniers ii, david, (1610-1690)","(10434, 1289)"
653,96,"[herring, john frederick the elder]","[1795, 1863]","[herring i, john frederick]","[1796, 1872]",1,"herring, john frederick the elder, (1795-1863)","herring i, john frederick,  & tennant, john f., (1796-1872)","(13755, 1698)"
654,96,"[herring, john frederick the elder]","[1795, 1863]","[herring i, john frederick]","[1795, 1865]",1,"herring, john frederick the elder, (1795-1863)","herring i, john frederick, (1795-1865)","(13756, 1698)"
655,99,"[hunt, william holman]","[1827, 1910]","[hunt, william holman]","[1842, 1921]",1,"hunt, william holman, (1827-1910)","hunt, william holman,  & richmond, william blake, (1842-1921)","(14914, 1779)"
656,98,"[martino di bartolommeo]","[1389, 1435]","[martino di bartolomeo]","[1389, 1434]",1,"martino di bartolommeo, (1389-1435)","martino di bartolomeo, (1389-1434)","(19312, 2261)"
657,98,"[master of saint gilles]","[1500, 1500]","[master of saint giles]","[1500, 1500]",1,"master of saint gilles, (1500-1500)","master of saint giles, (1500-1500)","(19411, 2316)"
658,97,"[master of the legend of saint ursula (i)]","[1480, 1500]","[master of the legend of saint ursula (bruges)]","[1470, 1490]",1,"master of the legend of saint ursula (i), (1480-1500)","master of the legend of saint ursula (bruges), (1470-1490)","(19451, 2356)"
659,97,"[master of the legend of saint ursula (i)]","[1480, 1500]","[master of the saint ursula legend (cologne)]","[1485, 1515]",0,"master of the legend of saint ursula (i), (1480-1500)","master of the saint ursula legend (cologne), (1485-1515)","(19468, 2356)"
660,99,"[turner, joseph mallord william]","[1775, 1851]","[turner, william]","[1789, 1862]",0,"turner, joseph mallord william, (1775-1851)","turner, william, (1789-1862)","(29956, 4085)"
661,97,"[vaardt, jan van der]","[1653, 1727]","[van der vaart, jan]","[1708, 1708]",1,"vaardt, jan van der, (1653-1727)","van der vaart, jan,  & kerseboom, johann, (1708-1708)","(30335, 4421)"
662,97,"[vaardt, jan van der]","[1653, 1727]","[van der vaart, jan]","[1656, 1687]",0,"vaardt, jan van der, (1653-1727)","van der vaart, jan,  & wissing, willem, (1656-1687)","(30336, 4421)"
663,97,"[vaardt, jan van der]","[1653, 1727]","[van der vaart, jan]","[1645, 1700]",0,"vaardt, jan van der, (1653-1727)","van der vaart, jan,  & wyck, jan, (1645-1700)","(30337, 4421)"
664,97,"[oosten, izaac van]","[1613, 1661]","[van oosten, izaack]","[1679, 1680]",1,"oosten, izaac van, (1613-1661)","van oosten, izaack,  & van oosten, frans, (1679-1680)","(30507, 3100)"
665,96,"[steenwyck, hendrick van the younger]","[1580, 1649]","[van steenwijck the younger, hendrick]","[1568, 1625]",1,"steenwyck, hendrick van the younger, (1580-1649)","van steenwijck the younger, hendrick,  & brueghel the elder, jan, (1568-1625)","(30571, 3895)"
666,99,"[ward, james]","[1769, 1859]","[ward, james charles]","[1815, 1870]",0,"ward, james, (1769-1859)","ward, james charles, (1815-1870)","(31382, 4616)"
667,96,"[williams, hugh william]","[1773, 1829]","[williams, william]","[1738, 1817]",0,"williams, hugh william, (1773-1829)","williams, william, (1738-1817)","(32500, 4667)"
668,99,"[zoffany, johann]","[1733, 1810]","[zoffany, johann]","[1747, 1821]",1,"zoffany, johann, (1733-1810)","zoffany, johann,  & gilpin, sawrey,  & farington, joseph, (1747-1821)","(33418, 4728)"
